dni,nombre,edad,genero,altura
18008374,Diego,52,M,1.83
65928016,Lucía,23,F,1.62
70821467,Sofía,39,F,1.67
83392064,Jorge,62,M,1.6
73095817,Diego,25,M,1.61
32814217,Rosa,79,F,1.82
35989411,Ricardo,57,M,1.73
19289580,Jorge,65,M,1.88
18747953,Diego,54,M,1.74
69113705,Pedro,34,M,1.67
74956484,Ricardo,49,M,1.67
18538392,Elena,56,F,1.76
57504384,Andrés,76,M,1.59
84355641,Carmen,57,F,1.73
85450792,Sofía,18,F,1.81
23666621,Jorge,54,M,1.76
63174594,Andrés,37,M,1.7
75231414,Rosa,38,F,1.84
21739247,Diego,69,M,1.58
74571534,Miguel,29,M,1.55
92604854,Fernando,40,M,1.56
24663663,María,24,F,1.85
36323803,Rosa,22,F,1.65
46853301,Carlos,52,M,1.78
88040445,Lidia,34,F,1.45
89813266,Ricardo,37,M,1.56
29467537,Carlos,50,M,1.57
23295696,Ricardo,45,M,1.92
73486615,Ricardo,78,M,1.8
57892812,Lidia,79,F,1.66
86526603,Carlos,63,M,1.76
73378446,Carmen,70,F,1.49
64806888,Ricardo,46,M,1.82
60586367,Lucía,61,F,1.66
80401620,Lucía,64,F,1.45
84125750,Sofía,65,F,1.47
86799290,Fernando,24,M,1.7
51591666,Lucía,73,F,1.5
83486003,Andrés,45,M,1.68
59157106,Miguel,25,M,1.81
66708346,Luis,55,M,1.62
20067943,Jorge,72,M,1.65
90163301,Juan,31,M,1.68
81652903,Ricardo,49,M,1.86
84145405,Ana,55,F,1.48
18592734,Ricardo,58,M,1.75
26220794,Ana,28,F,1.58
90680878,Sofía,37,F,1.83
42994617,Lucía,47,F,1.82
89130800,Lucía,57,F,1.6
46194911,Ana,55,F,1.67
90579249,Fernando,69,M,1.67
68436374,Lidia,29,F,1.65
51571862,Sofía,80,F,1.61
56500781,Lidia,31,F,1.66
32369025,Luis,45,M,1.74
35051632,Miguel,26,M,1.84
25044226,Lucía,24,F,1.66
11774394,Patricia,42,F,1.64
24245351,Jorge,22,M,1.78
84592874,Lucía,46,F,1.61
46064538,Elena,59,F,1.52
16524269,Luis,75,M,1.56
16897302,Lidia,43,F,1.56
61944522,Juan,43,M,1.64
57064894,Miguel,73,M,1.85
80506180,Lucía,59,F,1.48
10605582,Claudia,64,F,1.55
14913319,Andrés,70,M,1.89
50459580,Rosa,47,F,1.5
10635563,Lidia,77,F,1.75
83175040,Lidia,29,F,1.72
22689893,María,67,F,1.53
96313838,Rosa,48,F,1.46
33428310,Claudia,43,F,1.78
24812870,Carlos,31,M,1.71
21742934,Patricia,46,F,1.81
21268246,Juan,78,M,1.86
16703111,Pedro,32,M,1.64
71363786,María,34,F,1.58
36282175,Carmen,30,F,1.75
76868331,Lidia,23,F,1.55
89116105,Ricardo,59,M,1.78
90783036,Jorge,48,M,1.69
94520457,Claudia,59,F,1.54
15484389,Elena,65,F,1.5
41839258,Pedro,42,M,1.59
92669479,Carmen,25,F,1.59
72628646,Ricardo,21,M,1.91
89371360,Patricia,45,F,1.52
33758045,Carmen,46,F,1.85
61360095,María,63,F,1.74
82438746,Carmen,36,F,1.53
40565316,Luis,30,M,1.6
21262688,Rosa,39,F,1.7
13951651,Miguel,53,M,1.66
89122079,Rosa,45,F,1.55
53675185,Lidia,18,F,1.76
87921994,Juan,29,M,1.93
44041421,Pedro,26,M,1.65
20209865,Lidia,45,F,1.66
49940768,Diego,26,M,1.67
35956517,Claudia,37,F,1.54
37221910,Rosa,58,F,1.5
25302423,Diego,49,M,1.9
57767093,Rosa,58,F,1.83
19422090,Elena,63,F,1.77
85712796,Carlos,61,M,1.65
48360258,Diego,51,M,1.85
18014129,Luis,36,M,1.59
75089811,Jorge,27,M,1.81
25490332,Ana,42,F,1.7
48913759,Pedro,54,M,1.59
56980445,Diego,34,M,1.68
15697563,Elena,50,F,1.84
74152729,Carlos,38,M,1.91
86259489,Carlos,49,M,1.72
68061582,Andrés,24,M,1.86
14515052,Sofía,57,F,1.8
61505328,Fernando,32,M,1.66
57239259,Ricardo,58,M,1.55
96748407,Carmen,49,F,1.51
35316763,Diego,39,M,1.95
41890119,Rosa,43,F,1.7
68967457,Fernando,24,M,1.66
39358765,Fernando,69,M,1.81
65785347,Miguel,65,M,1.67
30032921,Fernando,33,M,1.86
60103069,María,48,F,1.78
87658685,Juan,52,M,1.85
18467360,Jorge,18,M,1.94
24930591,Elena,39,F,1.8
55044292,María,27,F,1.8
34588144,Lucía,71,F,1.79
16784423,Luis,79,M,1.85
34453708,Juan,36,M,1.91
27783338,Fernando,22,M,1.83
76204577,Andrés,41,M,1.7
77423318,Carmen,46,F,1.78
85811105,Ricardo,47,M,1.84
53627494,Elena,61,F,1.48
50608514,Elena,31,F,1.51
20104795,Lidia,73,F,1.79
91399892,Jorge,73,M,1.91
87315105,Juan,32,M,1.62
66598720,Andrés,27,M,1.81
99566139,Ana,41,F,1.72
23506496,María,56,F,1.47
58738956,Lidia,59,F,1.83
52569723,Juan,19,M,1.72
76450870,Ana,55,F,1.5
15091856,Fernando,62,M,1.87
11184447,Pedro,75,M,1.85
56147724,Juan,29,M,1.56
85937227,Jorge,26,M,1.87
79839926,Fernando,58,M,1.65
81704118,Diego,56,M,1.63
42500415,Pedro,19,M,1.91
54393850,María,65,F,1.85
42834359,Elena,32,F,1.8
29859903,Sofía,43,F,1.57
80591490,Pedro,31,M,1.72
55508568,María,57,F,1.77
77459467,Jorge,77,M,1.75
16256819,Luis,20,M,1.72
50091052,Jorge,59,M,1.85
14102903,Jorge,23,M,1.62
40395623,Diego,33,M,1.6
36055153,Claudia,34,F,1.51
42637007,Carlos,56,M,1.65
29991073,Ana,31,F,1.73
61708907,Ricardo,56,M,1.61
54377696,Ana,54,F,1.63
69709082,Lidia,37,F,1.77
96889066,Lucía,52,F,1.63
98263535,Ricardo,37,M,1.85
63570934,Sofía,66,F,1.73
10038466,María,64,F,1.48
62448685,Lucía,48,F,1.7
80670454,Sofía,36,F,1.57
82812343,Patricia,79,F,1.7
54816233,Carmen,47,F,1.72
34301895,María,38,F,1.47
18554386,Carmen,35,F,1.82
25572086,Rosa,70,F,1.47
98868227,Andrés,27,M,1.9
56038898,Ricardo,72,M,1.9
12549587,Claudia,25,F,1.56
24228758,Luis,50,M,1.6
39742404,Carmen,53,F,1.58
87638815,María,61,F,1.51
65751175,Carmen,31,F,1.81
74642995,Ana,68,F,1.77
56434619,Lidia,61,F,1.49
61658727,Ricardo,40,M,1.79
79813815,Lucía,58,F,1.82
25771860,Patricia,71,F,1.52
71505797,Jorge,41,M,1.9
14341482,Luis,69,M,1.72
26519250,Patricia,76,F,1.8
38716634,Diego,37,M,1.81
19046591,Sofía,18,F,1.65
62737599,Lucía,50,F,1.82
79078434,Pedro,59,M,1.79
77780503,Fernando,59,M,1.76
82042124,Juan,26,M,1.88
27889737,Ricardo,31,M,1.72
50447918,Ana,30,F,1.74
58713173,Lucía,34,F,1.61
46699955,Claudia,62,F,1.74
98484116,Fernando,44,M,1.94
81193668,Patricia,42,F,1.79
76592012,Ana,80,F,1.5
65048881,Lucía,29,F,1.73
60789659,Juan,72,M,1.66
51327900,Miguel,79,M,1.82
18844047,Rosa,23,F,1.6
70410689,Miguel,32,M,1.65
93161687,Patricia,21,F,1.72
25188311,Ana,35,F,1.73
93724024,Lucía,37,F,1.51
10492486,Lucía,31,F,1.75
49464865,Ricardo,79,M,1.91
85082712,Lucía,20,F,1.64
82349388,Fernando,68,M,1.93
73054100,Carlos,34,M,1.68
48164645,Fernando,32,M,1.84
56246329,Ana,55,F,1.67
55100189,Patricia,76,F,1.51
78229930,Pedro,44,M,1.72
83507595,Elena,23,F,1.59
75237967,Rosa,26,F,1.48
93152793,Jorge,29,M,1.78
39211465,Elena,63,F,1.76
45625900,Pedro,66,M,1.88
31732169,Diego,59,M,1.92
97785817,Fernando,41,M,1.67
72145127,Elena,48,F,1.73
90968671,Ricardo,80,M,1.89
58906989,Juan,79,M,1.91
99977225,Sofía,18,F,1.79
81662466,Patricia,57,F,1.69
45924243,Lidia,40,F,1.78
27705516,Juan,44,M,1.74
67016179,Juan,78,M,1.88
86819650,Lidia,29,F,1.7
83211750,Carlos,63,M,1.59
46568441,Pedro,64,M,1.68
52518527,Luis,22,M,1.71
78912832,Pedro,39,M,1.8
84028964,Lidia,80,F,1.57
57204069,Sofía,37,F,1.57
19204071,Patricia,49,F,1.59
23516526,Patricia,46,F,1.55
33321634,Pedro,57,M,1.74
69278872,Pedro,31,M,1.82
57831278,Fernando,68,M,1.61
25856535,Carmen,50,F,1.49
70654571,Juan,27,M,1.91
57185118,Patricia,65,F,1.52
25646235,Carmen,56,F,1.79
20193273,Ricardo,35,M,1.6
80205541,Sofía,42,F,1.84
57634355,Luis,43,M,1.9
50477677,Juan,30,M,1.87
98641800,Rosa,27,F,1.65
88512089,Miguel,18,M,1.74
95105336,Ricardo,34,M,1.75
29866336,Lucía,72,F,1.8
73940890,Andrés,74,M,1.64
17255132,Ricardo,37,M,1.65
45364482,Pedro,53,M,1.72
34970076,Fernando,23,M,1.57
84066104,Lidia,44,F,1.51
30422527,Sofía,66,F,1.67
45222538,Lidia,52,F,1.79
87942414,Jorge,76,M,1.75
71638906,Juan,49,M,1.85
14782863,Jorge,53,M,1.59
71047259,Diego,34,M,1.58
83125908,Elena,43,F,1.65
18636979,Jorge,47,M,1.8
37147594,Ricardo,70,M,1.8
20333560,Patricia,37,F,1.84
56885339,Elena,35,F,1.66
60421806,Luis,26,M,1.64
64373363,Elena,22,F,1.64
61602259,María,60,F,1.52
73844202,Juan,65,M,1.62
56774205,Lucía,58,F,1.82
73111445,Miguel,51,M,1.9
32580515,Ricardo,55,M,1.65
39676518,Diego,41,M,1.77
32674902,Ricardo,50,M,1.55
41790604,Rosa,27,F,1.5
71976071,Luis,19,M,1.8
36918823,Andrés,78,M,1.91
62550518,Jorge,35,M,1.71
43584804,Pedro,21,M,1.87
66773935,Miguel,44,M,1.87
18845685,Rosa,45,F,1.81
96700735,Lidia,78,F,1.62
43614644,Lucía,24,F,1.74
65939265,Pedro,20,M,1.89
85945979,Juan,57,M,1.91
15962210,Carlos,75,M,1.66
89400929,Ana,44,F,1.82
14228826,Claudia,74,F,1.48
32901891,Rosa,19,F,1.56
60018282,Patricia,70,F,1.54
39262810,Patricia,71,F,1.79
22903034,Claudia,20,F,1.75
74446601,Lidia,32,F,1.76
87339182,Luis,44,M,1.93
22513942,Diego,33,M,1.82
80560357,Miguel,19,M,1.65
99978401,Patricia,71,F,1.7
37571824,María,56,F,1.52
72101040,Jorge,57,M,1.74
96620639,Pedro,62,M,1.73
41833321,Patricia,31,F,1.46
76008311,Lidia,76,F,1.52
31568244,María,76,F,1.84
78464699,Carlos,73,M,1.8
63382516,Jorge,28,M,1.58
14618877,Andrés,71,M,1.75
49243168,Claudia,60,F,1.66
94997428,Fernando,52,M,1.79
31980202,Luis,76,M,1.9
73351515,Sofía,35,F,1.78
65181333,Andrés,31,M,1.7
59290394,Sofía,28,F,1.72
41638310,Carlos,52,M,1.93
39049916,Pedro,43,M,1.78
29398520,Andrés,53,M,1.76
47566686,Ana,54,F,1.5
63786497,Patricia,23,F,1.64
17416388,Sofía,51,F,1.69
29972810,Carlos,43,M,1.68
75590972,Luis,54,M,1.63
74059962,Fernando,39,M,1.56
39571397,Andrés,73,M,1.76
13513342,María,67,F,1.5
56216936,Ana,34,F,1.84
73118905,Sofía,47,F,1.69
21206780,Pedro,78,M,1.64
32491891,Elena,28,F,1.72
24378221,Ricardo,19,M,1.6
84002657,María,23,F,1.8
68791911,Diego,52,M,1.92
16225174,Lidia,36,F,1.55
58089565,María,63,F,1.47
65642673,Rosa,64,F,1.55
81523620,Ana,55,F,1.58
64799872,Ana,76,F,1.66
94104620,Fernando,27,M,1.94
28542663,Claudia,68,F,1.53
16678597,Fernando,51,M,1.59
92878481,Sofía,73,F,1.47
29750100,Elena,30,F,1.47
89766066,Jorge,46,M,1.9
90668834,Carmen,21,F,1.62
34487946,Ana,32,F,1.52
20906131,Ana,64,F,1.8
26504891,Juan,76,M,1.9
45194585,Ricardo,43,M,1.69
95457557,Miguel,29,M,1.77
66540016,Diego,61,M,1.74
28533156,Lidia,53,F,1.67
24796791,Carlos,59,M,1.71
92598847,Luis,31,M,1.71
60352723,Juan,72,M,1.8
92186652,Lucía,54,F,1.78
12336893,Ana,50,F,1.71
31373931,Carlos,64,M,1.8
75509192,Ana,35,F,1.85
93715797,Elena,64,F,1.62
61067879,Andrés,26,M,1.76
88442224,Rosa,25,F,1.53
44695112,María,46,F,1.5
57825664,Lucía,46,F,1.47
49996992,Lidia,30,F,1.69
11273537,Pedro,54,M,1.93
27638106,Pedro,78,M,1.82
37092783,Diego,47,M,1.79
91614806,Lucía,40,F,1.84
79866411,Lidia,28,F,1.46
17756654,Lucía,68,F,1.82
67383927,Jorge,68,M,1.62
67581762,Luis,21,M,1.79
57555836,María,64,F,1.84
85883674,Ana,42,F,1.46
95526878,Lucía,52,F,1.6
13482628,Carlos,33,M,1.62
11071799,Carmen,49,F,1.68
37091955,Sofía,33,F,1.72
17284931,Lucía,49,F,1.69
93269301,Diego,36,M,1.8
43482288,Diego,53,M,1.71
71049429,Jorge,21,M,1.58
17009191,Juan,41,M,1.72
27062402,Ricardo,19,M,1.84
50343033,Juan,39,M,1.87
15571771,Elena,29,F,1.66
32970176,Carlos,70,M,1.75
14822247,Fernando,80,M,1.68
61418943,Jorge,29,M,1.77
10562157,Fernando,32,M,1.59
10931425,María,27,F,1.51
93696804,Jorge,47,M,1.63
90626601,Lucía,64,F,1.7
78774259,Miguel,63,M,1.88
40917801,Miguel,24,M,1.76
53122090,Jorge,29,M,1.78
52294563,Fernando,57,M,1.83
88113330,Carmen,41,F,1.56
76719334,Pedro,55,M,1.83
42570086,Elena,44,F,1.49
20640252,Elena,38,F,1.52
25580143,Ana,28,F,1.52
73266734,Elena,32,F,1.46
95913363,Rosa,29,F,1.61
82378535,Andrés,56,M,1.82
27795049,Sofía,55,F,1.65
14617085,Jorge,78,M,1.6
73111222,Ricardo,60,M,1.94
90013582,Lucía,51,F,1.61
89425212,Andrés,30,M,1.66
64879723,Lidia,53,F,1.67
29119879,Fernando,24,M,1.57
65384384,Jorge,45,M,1.6
88897129,Ricardo,51,M,1.9
95590242,Lucía,24,F,1.63
80062338,Luis,43,M,1.75
76928359,Fernando,66,M,1.94
61547834,María,80,F,1.48
75485887,Andrés,79,M,1.71
16330221,Ana,53,F,1.51
47564214,Sofía,76,F,1.6
90907788,Miguel,51,M,1.83
32359581,Luis,71,M,1.68
11200321,Claudia,78,F,1.47
10125508,Claudia,26,F,1.84
69243866,Diego,47,M,1.81
14493386,Elena,29,F,1.61
63339904,Jorge,46,M,1.71
96185849,Lucía,42,F,1.51
94451258,Andrés,29,M,1.58
90911416,Ricardo,20,M,1.76
42677030,María,56,F,1.58
24920553,Andrés,68,M,1.8
24447855,Ana,43,F,1.48
18715989,Sofía,53,F,1.6
99207389,Lucía,65,F,1.5
69820627,Lucía,19,F,1.63
17656645,Luis,79,M,1.85
70538170,Ricardo,30,M,1.73
52796366,Ricardo,57,M,1.85
94226509,Diego,56,M,1.71
77708044,Diego,59,M,1.64
70112995,Fernando,43,M,1.81
43147672,Claudia,69,F,1.68
56708413,María,48,F,1.7
88149148,Luis,71,M,1.95
31808157,Claudia,39,F,1.51
64510180,Carmen,39,F,1.79
95744861,Rosa,68,F,1.76
43546207,Pedro,63,M,1.92
99368046,Carmen,58,F,1.49
68853819,Carmen,42,F,1.7
62032468,Elena,45,F,1.73
11089067,Luis,75,M,1.72
61166389,Lucía,29,F,1.84
49460200,Carmen,36,F,1.6
75831903,Diego,73,M,1.77
89724033,Rosa,20,F,1.76
31069364,Lidia,69,F,1.81
54520663,Diego,44,M,1.87
48404103,Fernando,65,M,1.69
40056141,Rosa,24,F,1.57
83196141,Carmen,57,F,1.57
52595819,Carmen,24,F,1.64
20851156,Diego,60,M,1.75
97597488,Lidia,54,F,1.73
71438911,Carmen,45,F,1.47
15287142,Elena,18,F,1.8
15248704,Carmen,31,F,1.66
76292577,Fernando,68,M,1.6
85977597,Diego,61,M,1.59
26638491,Jorge,42,M,1.81
72459667,Ana,24,F,1.82
95598680,Diego,27,M,1.64
44947731,Pedro,41,M,1.86
65762326,Lucía,25,F,1.5
73820830,Lidia,39,F,1.84
42769113,Fernando,18,M,1.75
66855060,Diego,52,M,1.78
73828912,Jorge,22,M,1.59
47665062,Carmen,62,F,1.68
17733215,Andrés,41,M,1.71
64767923,Carmen,55,F,1.83
59301545,Miguel,23,M,1.76
25234088,Lidia,48,F,1.57
27293462,Andrés,48,M,1.89
93981778,Claudia,33,F,1.69
25174038,María,74,F,1.53
49330235,Miguel,67,M,1.58
95978310,Claudia,80,F,1.52
12405019,Jorge,59,M,1.83
43931158,Ricardo,76,M,1.81
67877410,Fernando,73,M,1.75
14279733,María,78,F,1.78
68786906,Carmen,42,F,1.6
58874901,Ricardo,54,M,1.88
27784333,Ana,62,F,1.53
12342162,Patricia,78,F,1.58
88900715,Miguel,24,M,1.71
88476298,Elena,71,F,1.53
45693713,Ricardo,37,M,1.86
21439322,Ricardo,50,M,1.66
48010704,Ana,29,F,1.66
46630164,Claudia,49,F,1.47
45420969,Carlos,77,M,1.68
34666610,María,61,F,1.54
56439786,Rosa,64,F,1.51
46820051,Lucía,28,F,1.64
97039628,Carmen,77,F,1.73
49523427,Claudia,43,F,1.5
11081627,Claudia,29,F,1.5
40460246,Sofía,65,F,1.46
97249021,Diego,65,M,1.68
72852219,Lucía,21,F,1.78
69622700,Pedro,20,M,1.56
27780832,Juan,66,M,1.68
65347569,Luis,68,M,1.92
85507971,Rosa,62,F,1.48
62542037,Fernando,75,M,1.9
54414323,Miguel,59,M,1.75
16775937,Fernando,32,M,1.59
27049461,Fernando,18,M,1.9
37220880,Diego,55,M,1.89
23814023,María,29,F,1.47
72421897,Andrés,38,M,1.76
17363842,Diego,52,M,1.59
46260887,Lidia,63,F,1.68
74858055,Patricia,69,F,1.84
31129290,Jorge,65,M,1.65
64632957,Claudia,78,F,1.56
82020527,Juan,25,M,1.6
41541760,Andrés,28,M,1.62
29634531,Ricardo,27,M,1.93
59057475,Juan,44,M,1.81
44484609,Carlos,75,M,1.82
70192259,Sofía,37,F,1.68
15415688,Patricia,53,F,1.55
81669815,Fernando,38,M,1.9
47229051,Rosa,27,F,1.82
96278034,Diego,78,M,1.59
27095126,Juan,36,M,1.73
22834278,María,41,F,1.55
92055271,Claudia,64,F,1.54
83778648,Andrés,28,M,1.77
97229457,Pedro,53,M,1.78
99177624,Diego,48,M,1.61
83749494,Carmen,40,F,1.82
39396455,María,37,F,1.5
63139264,María,64,F,1.45
83933785,Lidia,50,F,1.74
36670100,Jorge,20,M,1.87
25881465,Lidia,54,F,1.85
71419875,Claudia,41,F,1.55
11021882,Lucía,31,F,1.66
70081136,Carlos,68,M,1.81
95906320,Lidia,64,F,1.79
96460830,Jorge,22,M,1.79
27302197,Fernando,61,M,1.61
64408551,Lucía,45,F,1.54
89055932,Sofía,45,F,1.64
84029559,Patricia,41,F,1.69
52490059,Elena,52,F,1.56
81246162,Rosa,53,F,1.6
37228035,Patricia,73,F,1.74
86703193,Carmen,44,F,1.63
95908834,Ricardo,75,M,1.85
50270381,Carmen,53,F,1.61
38288774,Jorge,38,M,1.58
73082008,Ricardo,75,M,1.75
59128871,Pedro,62,M,1.7
36819452,Lucía,77,F,1.63
67403527,Rosa,40,F,1.57
31247030,Jorge,43,M,1.77
39547356,Luis,45,M,1.74
92975489,Patricia,44,F,1.49
58588252,Elena,42,F,1.69
32376911,Carlos,72,M,1.73
67272178,Miguel,48,M,1.71
78149328,Diego,18,M,1.56
39416065,Sofía,71,F,1.64
39567729,Miguel,33,M,1.57
55176057,Sofía,22,F,1.72
79065794,Sofía,32,F,1.7
81890824,Rosa,69,F,1.68
63088670,Fernando,47,M,1.57
82603992,Andrés,23,M,1.77
41872789,Rosa,59,F,1.68
54410840,Pedro,29,M,1.88
38399479,Pedro,72,M,1.9
25062974,Jorge,66,M,1.86
97670802,Carlos,43,M,1.83
17694467,Carmen,26,F,1.76
45532187,Lidia,39,F,1.79
52976460,Carlos,80,M,1.74
33156840,Patricia,49,F,1.76
67617557,Patricia,56,F,1.82
22848370,Lucía,19,F,1.72
38103283,Diego,69,M,1.69
74001999,Elena,54,F,1.51
52189820,Lidia,53,F,1.57
65383739,Juan,57,M,1.78
87481381,Miguel,19,M,1.93
81945696,Miguel,66,M,1.89
25547460,Pedro,60,M,1.88
16993576,María,23,F,1.65
56392975,Claudia,64,F,1.71
19173643,Rosa,77,F,1.48
48876034,Ricardo,69,M,1.58
28450350,Juan,34,M,1.74
36427069,Patricia,79,F,1.79
61461783,Fernando,50,M,1.88
41280470,Elena,20,F,1.65
17637177,Elena,67,F,1.78
76781344,Miguel,73,M,1.72
12089907,Lidia,24,F,1.51
22899989,Ricardo,23,M,1.93
44232473,Claudia,28,F,1.56
48885788,Claudia,32,F,1.55
99610679,Juan,52,M,1.83
15004008,Rosa,77,F,1.74
38772896,Carlos,58,M,1.86
49392243,Elena,23,F,1.82
40627092,Patricia,18,F,1.82
74689531,Elena,74,F,1.64
99295446,Diego,70,M,1.93
44402750,Pedro,59,M,1.82
80245762,Ricardo,26,M,1.93
93292985,Lidia,30,F,1.62
29535891,Rosa,55,F,1.5
95444390,Diego,20,M,1.71
49104090,María,76,F,1.66
34711179,Carlos,69,M,1.57
85388890,Andrés,72,M,1.89
69400237,Fernando,46,M,1.84
89657019,Fernando,73,M,1.59
78446672,Elena,75,F,1.5
31518683,Sofía,66,F,1.79
49945639,Sofía,23,F,1.6
99867744,Sofía,46,F,1.64
43863817,Claudia,41,F,1.66
54836198,Ricardo,62,M,1.88
19154044,Pedro,62,M,1.74
96618358,Carmen,23,F,1.58
61003267,Luis,39,M,1.95
56269772,Claudia,46,F,1.54
28767601,Lucía,60,F,1.76
30734347,Elena,75,F,1.62
58502840,Elena,47,F,1.67
97862307,Ricardo,36,M,1.78
89215755,Ricardo,60,M,1.81
30707172,Elena,71,F,1.6
14442971,Carlos,69,M,1.84
52993675,Jorge,75,M,1.91
38301984,Sofía,33,F,1.53
17959356,Claudia,25,F,1.67
23754852,Lucía,67,F,1.67
90299441,Pedro,40,M,1.83
87515064,Luis,29,M,1.6
56361637,Pedro,54,M,1.88
28322595,Pedro,56,M,1.66
84213001,Lucía,47,F,1.5
99439565,Carlos,76,M,1.74
61814435,Pedro,80,M,1.73
83009484,Fernando,62,M,1.75
58184356,Andrés,73,M,1.59
35145532,Miguel,72,M,1.88
95618737,Carlos,44,M,1.68
33880498,Ana,70,F,1.75
21930391,Carlos,59,M,1.91
78008202,Carlos,59,M,1.83
47063015,Sofía,64,F,1.65
14998369,Sofía,23,F,1.48
64517234,Andrés,54,M,1.85
66037186,Fernando,40,M,1.65
93074082,Miguel,19,M,1.8
17734410,Lucía,49,F,1.47
55267213,María,35,F,1.6
56678679,Claudia,23,F,1.84
38505149,Lidia,27,F,1.52
89790301,Lidia,59,F,1.81
60078318,María,35,F,1.58
93540863,Diego,41,M,1.77
42394362,Jorge,50,M,1.85
61155619,Fernando,22,M,1.71
16559379,Lucía,25,F,1.58
37175705,Lucía,27,F,1.64
64246988,Carlos,70,M,1.7
14787354,Ricardo,78,M,1.64
71477186,Miguel,60,M,1.65
20726444,Carlos,49,M,1.68
67719241,Lucía,38,F,1.81
71022654,Elena,65,F,1.49
62452127,Carmen,35,F,1.7
21433203,Patricia,62,F,1.59
42652291,Patricia,34,F,1.83
52254518,Juan,58,M,1.69
28281386,Ricardo,47,M,1.83
82926653,Elena,79,F,1.52
15696110,Ricardo,43,M,1.76
41184233,Rosa,23,F,1.49
11014545,Andrés,50,M,1.93
69135374,Patricia,61,F,1.83
49853168,María,69,F,1.66
61385836,Fernando,52,M,1.61
59813972,Carmen,31,F,1.65
67367355,Miguel,31,M,1.59
67918525,Lidia,79,F,1.53
24502640,Elena,56,F,1.6
51520811,Elena,32,F,1.75
83260004,Carmen,50,F,1.62
70040703,Lidia,70,F,1.65
34687242,Patricia,75,F,1.67
47905955,Ricardo,42,M,1.77
34023965,Juan,51,M,1.56
47482620,Elena,20,F,1.49
39643174,Patricia,64,F,1.56
18800568,Sofía,25,F,1.51
22666932,María,49,F,1.66
71022589,Sofía,38,F,1.49
57839831,Jorge,57,M,1.57
96829321,Lidia,30,F,1.63
11626021,Carlos,52,M,1.89
92032961,Jorge,68,M,1.58
15431282,Jorge,20,M,1.73
30659325,Diego,37,M,1.63
91004278,Diego,29,M,1.58
69135047,Lucía,34,F,1.75
45903860,Sofía,77,F,1.71
45767914,Claudia,21,F,1.57
46409219,Lucía,80,F,1.81
77858928,Claudia,57,F,1.67
54074288,Jorge,55,M,1.55
93960481,Juan,54,M,1.92
40450542,Elena,33,F,1.65
74937772,Jorge,64,M,1.71
47839025,Luis,52,M,1.71
82419150,Claudia,51,F,1.73
12775187,Carlos,57,M,1.84
52668130,Jorge,55,M,1.78
34936860,Ana,60,F,1.57
44211833,Elena,58,F,1.46
49476243,Rosa,68,F,1.77
77781794,Jorge,77,M,1.84
71303659,Lucía,20,F,1.78
74823696,Elena,51,F,1.59
72139320,Elena,43,F,1.48
63917712,Carmen,37,F,1.79
59390889,Patricia,75,F,1.75
80795627,María,78,F,1.74
62369668,Carlos,69,M,1.6
14127258,Ana,21,F,1.52
21226953,Rosa,31,F,1.56
59085302,Andrés,33,M,1.89
51955114,Diego,54,M,1.84
98797626,Lidia,27,F,1.54
57445642,Andrés,69,M,1.84
78992474,Pedro,51,M,1.67
73473598,Ana,29,F,1.84
92828648,Ricardo,32,M,1.76
37201687,Elena,29,F,1.83
14814604,Ricardo,46,M,1.88
66174614,Lucía,31,F,1.64
15955181,Rosa,52,F,1.48
16996099,Rosa,33,F,1.65
10051512,Carmen,48,F,1.51
32064068,Sofía,39,F,1.55
93148236,Sofía,69,F,1.84
19489848,Lidia,25,F,1.56
23280121,Juan,61,M,1.79
51611692,Jorge,39,M,1.93
43116166,Fernando,56,M,1.75
85103186,Fernando,41,M,1.72
93711871,Miguel,76,M,1.74
51809444,Ricardo,28,M,1.71
14469837,Juan,21,M,1.58
10583268,Miguel,49,M,1.85
54171559,Rosa,65,F,1.52
55747199,Patricia,21,F,1.57
18853107,Patricia,72,F,1.71
25601977,Rosa,43,F,1.58
23646916,Elena,43,F,1.54
89608830,Patricia,18,F,1.53
88997734,Luis,47,M,1.7
98539844,Miguel,33,M,1.59
72665029,Lucía,73,F,1.75
25390596,Fernando,63,M,1.84
88578973,Lidia,60,F,1.75
67889805,Carmen,63,F,1.54
20978432,Carlos,78,M,1.58
57993303,Elena,58,F,1.75
18424891,Sofía,76,F,1.68
97391597,Carmen,51,F,1.61
72800451,Patricia,58,F,1.52
56815386,Juan,72,M,1.72
39482583,Rosa,76,F,1.53
83412146,Lidia,43,F,1.78
45102878,Carlos,33,M,1.9
21588050,Luis,28,M,1.72
41611415,Diego,74,M,1.56
46019943,Claudia,70,F,1.63
81868930,Pedro,65,M,1.67
80445629,Ana,55,F,1.84
12585346,Fernando,35,M,1.95
67582950,Lidia,22,F,1.72
31234093,Miguel,36,M,1.57
11831881,Fernando,55,M,1.6
75906921,Ana,47,F,1.63
16668127,Pedro,30,M,1.88
55312352,Fernando,21,M,1.57
20489528,Lidia,63,F,1.5
57967828,María,46,F,1.51
21419433,Sofía,75,F,1.73
67346514,Juan,49,M,1.77
49114500,Sofía,46,F,1.67
97608732,Ana,79,F,1.7
50415800,Patricia,20,F,1.49
70869003,Andrés,53,M,1.83
49466884,Carlos,35,M,1.6
64098950,Elena,29,F,1.49
61985201,Ana,61,F,1.75
